EAR_f0,EAR_f1,EAR_f2,EAR_f3,EAR_f4,EAR_f5,EAR_f6,EAR_f7,EAR_f8,EAR_f9,EAR_f10,EAR_f11,EAR_f12,EAR_f13,EAR_f14,MAR_f0,MAR_f1,MAR_f2,MAR_f3,MAR_f4,MAR_f5,MAR_f6,MAR_f7,MAR_f8,MAR_f9,MAR_f10,MAR_f11,MAR_f12,MAR_f13,MAR_f14,Pitch_f0,Pitch_f1,Pitch_f2,Pitch_f3,Pitch_f4,Pitch_f5,Pitch_f6,Pitch_f7,Pitch_f8,Pitch_f9,Pitch_f10,Pitch_f11,Pitch_f12,Pitch_f13,Pitch_f14,Yaw_f0,Yaw_f1,Yaw_f2,Yaw_f3,Yaw_f4,Yaw_f5,Yaw_f6,Yaw_f7,Yaw_f8,Yaw_f9,Yaw_f10,Yaw_f11,Yaw_f12,Yaw_f13,Yaw_f14,label
0.30674508453897836,0.31916196018296317,0.2854927602002535,0.287962582219304,0.27354069048445206,0.26094819257077506,0.22138223440219051,0.2615553953254784,0.22869520656751077,0.27719675223728824,0.2847260523428998,0.28987813907529947,0.27031218128528745,0.2786624416582897,0.2663061777782422,1.034476677929498,1.0435277696176422,1.0552366731163891,1.0812973725433097,1.0701577989496929,1.0691969416713407,1.063969142707129,1.0552015018631449,1.0659575454201209,1.0205419934438307,1.0468620507694946,1.0334339887333959,1.0793303095935969,1.0370553335516934,1.0532731809297937,6.808113741970686,4.340024425405005,0.6708157152249896,-5.120181460102543,0.42776047969576325,0.591880593544488,-2.5964137800950198,-2.0195207144513745,-3.033832876732987,0.08467664146093057,0.9260341587789185,-0.605405758568935,-0.13518903531098658,0.32291607109021925,-0.8382411118774655,-14.605685209687403,-13.795328968675511,-13.851151128082655,-14.591729397892232,-14.534682601645931,-13.882178516920458,-13.32034998152364,-14.651948247686457,-13.306258168235003,-14.891122173963579,-14.29328339513804,-15.903912212093163,-13.467779473489982,-14.14759339223903,-14.180315516612445,0
0.304902222582367,0.2812335033232948,0.2908679681205031,0.27435129062098584,0.29275505477261543,0.294836305563715,0.29547319135161887,0.2817220991931944,0.24749524352646113,0.2935432374974509,0.287636452367931,0.29150191613317555,0.31983998662195656,0.24118759835212514,0.2963228146853888,1.041189202965005,1.0367823626575987,1.0322174807235398,1.0473382294359348,1.052940913927921,1.012822435992063,1.0373077623935283,1.0064777071626145,1.0381975847713358,1.0311287304752974,1.0718382103690316,1.0960849600012101,1.0535374789288452,1.0032001746074348,1.0209207688813433,3.764028741503381,4.115901776258767,4.136881382651552,2.795122397303146,4.257472947524548,4.685542016303344,4.501565027177378,3.5167545401127143,2.471328537724787,4.131823017331811,0.7497951872053648,2.1591198860794236,2.3051780357430687,2.2161506816793235,4.575523493987987,-14.068002287905072,-13.344997528640782,-15.24632491152503,-13.804695429196752,-13.88037359188512,-15.240544649058405,-13.78967147290398,-16.45803345309517,-13.976460718685345,-15.175332587268452,-12.42389833652864,-12.63144617675989,-13.02776433217905,-14.995714311859988,-15.35386501708563,0
0.30833175236137483,0.299619267083927,0.2794436333742674,0.288924442746159,0.28941693944248553,0.27695008712608316,0.24488294541681588,0.2551189263937805,0.27999222072655805,0.1978819521838644,0.26103668699541416,0.2680731063433607,0.27732157504587046,0.2803761010576602,0.287318586076891,1.0143872838642642,1.0330131130292068,1.0292758091605752,1.070928828101919,1.0754725319578653,1.130651099220114,1.1372233988345235,1.1322634621628582,1.1201968270056555,1.1227278258910827,1.1132811918090235,1.1211021300562054,1.1106948154060616,1.1220185174710462,1.1148660861659396,3.892860874030532,3.469114001070693,4.111541681371364,1.3166133256235923,-6.074595132538462,-11.189833796397494,-11.630984137661727,-11.08035745246218,-10.76352680398719,-12.058216900986622,-11.001282091440459,-11.449636123080893,-9.771836006041468,-9.508478694522267,-8.808849731255549,-15.418891245015935,-14.726516257125482,-15.568160227863935,-13.535801256497626,-16.339552289497547,-13.259872001607281,-12.595342590619595,-13.003512301523068,-13.124652260231937,-13.112504461549435,-13.747082092079348,-12.405024831168545,-13.095966327603715,-12.586607537062378,-13.476105259532668,0
0.3402475016692883,0.2896082171400008,0.2991959327359246,0.2898443917671242,0.3054449257828594,0.31029753926759107,0.2971149367599911,0.314048208840548,0.294865967563372,0.2980138914351679,0.29801130152741495,0.3167824093869047,0.32206871485818866,0.2867657262145463,0.2963848597394,1.1930094292374827,1.1616524660561665,1.1455450520038355,1.1135780904476174,1.1231545426019254,1.1044967823171976,1.0308913970516431,1.04718336137722,1.0499992700616028,1.0598191620392403,1.0565699224360432,1.046021955171529,1.035454858885427,1.0490249533409348,1.0496980899236708,13.147209597783643,12.759544913481449,7.214722519708431,6.4477194373752695,7.996870318042596,5.729208476518323,5.317191333509072,5.583895055568604,5.409291986680557,4.268087162645884,4.761439280810805,4.741109871524003,6.561214355136258,4.468503982600282,5.018794528565735,-5.415951138538568,-7.705252199285868,-8.033675541412096,-8.8936346309655,-9.151137171576075,-11.360702093844056,-14.064711915803544,-14.177954394155112,-13.578387290838455,-12.865499275866894,-14.022241827675584,-13.965003021210638,-14.150337656350723,-13.394642051668722,-13.567282156155734,0
0.28886785254799574,0.28926848123947013,0.3019549732285777,0.30295986435164496,0.29799285048462315,0.2499448538043164,0.3030416922834559,0.29222884647017805,0.2871930751777535,0.293218115957354,0.22663114390310346,0.29064220631435855,0.27974375861898926,0.3004606255855179,0.29531287132922135,1.0460545839721098,1.037758508731605,1.0368662768971244,1.0326295588125631,1.0182842534238865,1.0455020863386464,1.0335461247316164,1.0318846795146714,1.045600052939322,1.026415860546401,1.0499945443839078,1.0262352565236188,1.0188686599776313,1.0291700020006955,1.0054552270962047,5.354956286083365,4.844427469093716,5.689276293457851,4.759742069461026,5.6802390372974685,3.5468928551339616,5.815282875988856,5.882075579752694,5.992732818341551,6.2364278500221815,0.8735489421621025,5.2962318705296525,5.0623624356561265,4.345223020830161,5.152512960844916,-13.011677369628943,-14.15102072020946,-14.622099095347945,-13.685616910603636,-14.958678400234643,-14.088550846389582,-14.321233159907223,-13.90292901458771,-13.922975290793191,-14.449264575119498,-11.329868232428089,-14.963009533352018,-15.036086014554106,-13.731129175834056,-16.26741489383248,0
0.2878850615062442,0.2438195609367742,0.2924874105380051,0.2534856072947438,0.3013735964019424,0.28414215935109066,0.29451537320384086,0.29016539245419026,0.3037373388989073,0.33421840473112363,0.2993435366249756,0.28980248416145676,0.3047057834312802,0.3099169591334152,0.31533949133303674,1.046591878260455,1.0092328808301,1.018432972048527,1.0129127286748938,1.020636366540699,1.001540849950433,1.0293453027992687,1.0070594226582135,1.015191174202838,0.9196343957622094,1.0222830513384562,1.1274013990498857,1.0846075997158944,1.0694359573357837,1.0419766849318552,4.351502791367039,3.7298173671953805,6.235279685050784,4.063265221613364,6.1738454486328465,5.474803868001487,5.048535579944854,5.157249340907356,5.147991875847737,13.980184011443356,8.81669258443182,3.299929679288198,3.570811708869172,7.208827128753541,6.363600790088611,-13.915847067465087,-14.72483680129811,-14.67369895245776,-14.660882601574523,-15.137998477063244,-15.442754160007668,-13.936942790209269,-15.181647541788708,-14.185256272575964,-18.45629974219772,-14.873483916431065,-8.454576883718987,-11.887708773019956,-12.978926772991679,-13.480322634611325,0
0.3083664815092374,0.29777276754131465,0.21984385854594185,0.24516199560941704,0.29450330562123817,0.2860259203101373,0.29236092554936605,0.29326126081064563,0.14268000782701487,0.19685147216171436,0.2631593814526139,0.2753559298232559,0.3025625914923189,0.30210503651230614,0.3103200187938199,1.0064136995056925,1.0287411178440387,1.1864749703369242,1.0948252474828133,1.0708537220632597,1.0612431310756119,1.060900329561853,1.0527767511353083,1.0026529029821818,1.0373145456059756,1.0581699284168409,1.1106207281962817,1.0577869774400026,1.116879819271442,1.1147186569788674,3.2708301481194155,0.22953471397238445,-6.444661770351985,-2.5553973143084647,3.932940921999375,1.6377703855098673,1.1735824350128894,2.659153656506561,-4.9711848562132275,-5.6019577116523465,-6.63765854527071,-5.8088414896164124,-2.359372277920926,-2.850351013414951,-0.6696753672460147,-15.559840108033267,-16.818340519363367,-7.530191749410621,-11.137555933193765,-15.932771560764364,-14.215466653186905,-15.700242302022197,-14.78520323609716,-16.08439842305352,-21.278442143003957,-19.30223511533794,-17.773895292070765,-15.280652202595117,-13.242690698655096,-14.13602270013319,0
0.3675611006130816,0.3424473496840015,0.28928818583565136,0.26962336891386995,0.30393007269210687,0.30481152974803305,0.29958890578415603,0.2901973093735861,0.2829723277835313,0.24764272169146667,0.28786965813438736,0.2832353439147789,0.28495111169496934,0.2931840240265238,0.2737377409482126,1.0764644374362842,1.0598264885549393,1.054777954090658,1.069077191833798,1.0864598194592625,1.0519459519076038,1.064799671550018,1.064961557321959,1.0666712921431565,1.0738033150367907,1.044945637500225,1.0792557268417033,1.052065239831778,1.0585580147597256,1.0464979142028215,8.688537307898201,9.057351563343673,6.027555235960989,2.358144779617362,2.799111806853972,3.8052608171493887,3.0421567060599557,3.1521020736965113,2.7871705960061206,1.3209064061042,4.426998681092584,4.057430314588288,3.3871867209343236,3.948852624037812,2.7844409745366647,-12.888013640497606,-14.988153015271786,-13.180668978570408,-12.088417244950726,-12.473821153007052,-14.394327059269317,-12.736454881679808,-12.836751722151066,-12.060038121773726,-11.899965443233377,-13.941582555310248,-12.302757535226377,-13.738123081920838,-14.132873594179271,-13.962428633339806,0
0.2939022761150884,0.26227369454127586,0.24419572612530555,0.2580430527005302,0.27224923337512397,0.260132405937715,0.2647292371487227,0.2720138137428736,0.28177104902308764,0.23751760631261432,0.2482599171098419,0.28497466588482934,0.29389609765314917,0.2930290254091511,0.28366212506452537,0.969114044427729,1.0976062246776568,1.1043935697300304,1.1003138460547137,1.1054563469895209,1.1114703972290692,1.118821794054666,1.0936937275154042,1.1037720261014707,1.1169530064454052,1.1199628930929926,1.1082176146480718,1.0834314940821523,1.0993077896364623,1.1158623929018718,-4.578166217255074,-12.919577048823811,-14.792802842471957,-11.740000092108716,-12.299889721878998,-11.905038968777433,-11.52744377752515,-10.809174244531533,-10.411896665262418,-11.576027865955297,-10.210176624491169,-8.666718055285997,-4.260204267293005,-5.506505209626766,-5.839712933760552,-23.452433628528127,-19.05250645128207,-15.427670368186947,-15.807905762600653,-16.13723247513811,-15.42427256343624,-15.715549993628994,-16.076138433863843,-15.732335620424676,-15.133645156239671,-13.050574982989398,-14.674198480932713,-14.819301067433969,-14.804105009098008,-14.000402539031516,0
0.3020858142383425,0.2756904583018892,0.23499911055192985,0.28803032304703025,0.2931691491274172,0.2751897259533361,0.24671031958321843,0.26999648801705906,0.27915169423628133,0.26346478672017926,0.2767985497800118,0.2721235690253549,0.3179345723096867,0.29540627636662176,0.3019418181779444,1.1091459080661183,1.0945373329979164,1.1073689437413645,1.0915015408905688,1.1128791239323332,1.106078473596564,1.105996727325725,1.106240804130287,1.1023617072163103,1.093100648969237,1.104744762108156,1.088303448077971,1.0958875504594732,1.0846182199853702,1.1022272099619805,-4.582064429702029,-5.150290824318091,-6.44065799332364,-5.964040324012217,-4.395597130831163,-5.290244735793692,-6.50085948548238,-4.954536651290397,-4.950084030328185,-4.869839748285727,-4.719939954915162,-4.963714517902702,-0.42058062955788955,-2.3030086421658496,-2.7917727280280076,-13.595482194289447,-14.195677459887898,-13.045346875490509,-13.944728524034547,-13.33686382706332,-13.333669511265525,-13.636940435259111,-14.233207008244783,-14.258118523135149,-13.736926151547804,-13.41385961598401,-14.325468975966679,-14.714301286432988,-14.570043261190333,-14.75937489116597,0
